Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2
2964,CA-2020-137428,16-12-2020,21-12-2020,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",386.184,2,6.074,1,COD,,
9047,CA-2020-137463,16-12-2020,20-12-2020,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,West,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,378.95,5,31.4895,#N/A,COD,,
6553,CA-2020-161578,16-12-2020,21-12-2020,Second Class,RB-19465,Rick Bensley,Home Office,United States,Los Angeles,California,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",485.9,5,7.945,#N/A,Online,,
9046,CA-2020-137463,16-12-2020,20-12-2020,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,522.95,5,45.588,#N/A,Online,,
2974,CA-2020-111808,16-12-2020,20-12-2020,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Tulsa,Oklahoma,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,530.8,5,5.184,#N/A,Online,,
9049,CA-2020-137463,16-12-2020,20-12-2020,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,602.4,3,22.2,#N/A,Online,,
6552,CA-2020-161578,16-12-2020,21-12-2020,Second Class,RB-19465,Rick Bensley,Home Office,United States,Los Angeles,California,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,302.36,2,6.4128,#N/A,Online,,
2966,CA-2020-137428,16-12-2020,21-12-2020,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",286.96,2,7.584,1,Online,,
2965,CA-2020-137428,16-12-2020,21-12-2020,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,318.32,5,8.208,1,COD,,
3004,CA-2020-104381,16-12-2020,23-12-2020,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Rochester,New York,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",277.376,4,10.43,#N/A,Online,,
9045,CA-2020-137463,16-12-2020,20-12-2020,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,318.984,2,2.244,#N/A,Online,,
9048,CA-2020-137463,16-12-2020,20-12-2020,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,West,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,317.95,5,8.6855,#N/A,COD,,
2963,CA-2020-137428,16-12-2020,21-12-2020,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",348.568,2,9.1764,1,COD,,
204,US-2020-116701,17-12-2020,21-12-2020,Second Class,LC-17140,Logan Currie,Consumer,United States,Dallas,Texas,Central,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,283.284,2,-178.9668,#N/A,COD,,
7042,CA-2020-103443,17-12-2020,23-12-2020,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,486.36,2,27.3592,#N/A,Online,,
7040,CA-2020-103443,17-12-2020,23-12-2020,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,499.72,2,41.68,#N/A,Online,,
630,CA-2020-133431,17-12-2020,21-12-2020,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",541.23,3,6.0858,#N/A,COD,,
9378,CA-2020-155362,17-12-2020,21-12-2020,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Eau Claire,Wisconsin,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,639.56,2,8.4656,#N/A,COD,,
4901,CA-2020-120936,17-12-2020,21-12-2020,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,682.32,4,125.1432,#N/A,COD,,
3029,CA-2020-116855,17-12-2020,21-12-2020,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Chesapeake,Virginia,South,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,699.9,5,80.784,#N/A,Online,,
4342,CA-2020-130309,17-12-2020,21-12-2020,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Arlington,Virginia,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,935.38,3,157.8702,#N/A,Online,,
4902,CA-2020-120936,17-12-2020,21-12-2020,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,West,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,1150.98,1,3.6348,#N/A,Online,,
629,CA-2020-133431,17-12-2020,21-12-2020,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",335.24,5,5.1435,#N/A,COD,,
7041,CA-2020-103443,17-12-2020,23-12-2020,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,East,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,444.816,3,8.3754,#N/A,COD,,
2852,CA-2020-107342,17-12-2020,22-12-2020,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Columbus,Indiana,Central,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",407.16,4,13.2352,#N/A,COD,,
1025,CA-2020-106964,17-12-2020,20-12-2020,First Class,HR-14770,Hallie Redmond,Home Office,United States,Los Angeles,California,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,431.808,2,4.2804,#N/A,COD,,
8847,CA-2020-156664,18-12-2020,23-12-2020,Standard Class,BP-11290,Beth Paige,Consumer,United States,Columbus,Ohio,East,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",344.36,5,29.692,#N/A,Online,,
1116,CA-2020-140585,18-12-2020,23-12-2020,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,395.98,2,57.5904,1,COD,,
8932,CA-2020-143252,18-12-2020,24-12-2020,Standard Class,HE-14800,Harold Engle,Corporate,United States,Milwaukee,Wisconsin,Central,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,432.95,5,22.9885,#N/A,Online,,
1115,CA-2020-140585,18-12-2020,23-12-2020,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,West,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",363.833,1,-12.6882,1,COD,,
8848,CA-2020-156664,18-12-2020,23-12-2020,Standard Class,BP-11290,Beth Paige,Consumer,United States,Columbus,Ohio,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,498.112,2,13.0112,#N/A,COD,,
8933,CA-2020-143252,18-12-2020,24-12-2020,Standard Class,HE-14800,Harold Engle,Corporate,United States,Milwaukee,Wisconsin,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",577.34,3,10.8558,#N/A,Online,,
2889,CA-2020-102099,18-12-2020,19-12-2020,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,723.4,5,15.552,#N/A,COD,,
1250,CA-2020-115602,18-12-2020,24-12-2020,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1406.938,9,139.5702,#N/A,COD,,
1251,CA-2020-115602,18-12-2020,24-12-2020,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2087.56,13,511.368,#N/A,Online,,
8479,CA-2020-158736,18-12-2020,24-12-2020,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,San Francisco,California,West,OFF-AR-10002578,Office Supplies,Art,Newell 335,293.76,2,1.6704,#N/A,Online,,
8845,CA-2020-156664,18-12-2020,23-12-2020,Standard Class,BP-11290,Beth Paige,Consumer,United States,Columbus,Ohio,East,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",284.236,3,-6.03,#N/A,Online,,
7738,CA-2020-108287,18-12-2020,20-12-2020,First Class,AG-10330,Alex Grayson,Consumer,United States,Charlotte,North Carolina,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,354.672,9,1.4256,#N/A,Online,,
3200,CA-2020-164000,18-12-2020,22-12-2020,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,342.704,7,2.338,#N/A,Cards,,
8846,CA-2020-156664,18-12-2020,23-12-2020,Standard Class,BP-11290,Beth Paige,Consumer,United States,Columbus,Ohio,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,379.824,3,1.7487,#N/A,Online,,
2887,CA-2020-102099,18-12-2020,19-12-2020,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,385.63,3,1.7901,#N/A,Cards,,
2888,CA-2020-102099,18-12-2020,19-12-2020,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,267.96,2,6.2208,#N/A,Cards,,
1252,CA-2020-115602,18-12-2020,24-12-2020,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,266.2,2,1.376,#N/A,COD,,
1910,CA-2020-105886,18-12-2020,23-12-2020,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Oceanside,New York,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",332.96,2,8.532,#N/A,Cards,,
1114,CA-2020-140585,18-12-2020,23-12-2020,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,455.672,2,16.3352,1,Cards,,
1249,CA-2020-115602,18-12-2020,24-12-2020,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,394.82,6,17.469,#N/A,Online,,
5474,CA-2020-116946,19-12-2020,23-12-2020,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,363.018,7,-183.6324,#N/A,Online,,
1442,CA-2020-128160,19-12-2020,24-12-2020,Second Class,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,488.672,2,11.46,#N/A,COD,,
5473,CA-2020-116946,19-12-2020,23-12-2020,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,West,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,677.256,2,-17.6076,#N/A,Online,,
3589,CA-2020-158729,19-12-2020,21-12-2020,First Class,AC-10450,Amy Cox,Consumer,United States,Lafayette,Louisiana,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,2029.62,2,33.3124,1,Online,,
5472,CA-2020-116946,19-12-2020,23-12-2020,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,West,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,423.36,5,4.008,#N/A,Online,,
6509,CA-2020-102197,20-12-2020,26-12-2020,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,582.9,5,137.151,#N/A,Cards,,
2270,CA-2020-105480,20-12-2020,26-12-2020,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,East,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,3269.984,1,2.3571,#N/A,Cards,,
2269,CA-2020-105480,20-12-2020,26-12-2020,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,280.48,1,3.1104,#N/A,Cards,,
6511,CA-2020-102197,20-12-2020,26-12-2020,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,293.02,3,16.6698,#N/A,COD,,
6510,CA-2020-102197,20-12-2020,26-12-2020,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,489.352,3,17.6232,#N/A,Cards,,
1968,CA-2020-165841,21-12-2020,28-12-2020,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,East,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",383.5,5,20.155,#N/A,Cards,,
2719,CA-2020-144827,21-12-2020,27-12-2020,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",334.36,2,33.5772,#N/A,Online,,
1969,CA-2020-165841,21-12-2020,28-12-2020,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,337.44,3,79.8912,#N/A,COD,,
1967,CA-2020-165841,21-12-2020,28-12-2020,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,East,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,450.97,3,78.9516,#N/A,Online,,
4944,CA-2020-106782,21-12-2020,27-12-2020,Standard Class,LP-17095,Liz Preis,Consumer,United States,Lafayette,Indiana,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,541.34,1,18.767,#N/A,Online,,
1614,CA-2020-138380,21-12-2020,25-12-2020,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Oakland,California,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1305.02,7,290.0058,#N/A,Cards,,
514,CA-2020-163405,21-12-2020,25-12-2020,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,420.63,3,1.7901,#N/A,Cards,,
3171,CA-2020-107461,21-12-2020,26-12-2020,Second Class,PK-19075,Pete Kriz,Consumer,United States,Columbia,South Carolina,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,467.88,6,11.2236,#N/A,COD,,
515,CA-2020-163405,21-12-2020,25-12-2020,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,302.88,2,1.7052,#N/A,COD,,
4104,CA-2020-137456,21-12-2020,21-12-2020,Same Day,RB-19465,Rick Bensley,Home Office,United States,Fremont,Nebraska,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,348.92,2,7.0048,#N/A,COD,,
2566,CA-2020-109589,21-12-2020,24-12-2020,First Class,BD-11635,Brian Derr,Consumer,United States,Bowling Green,Kentucky,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,315,4,27.69,#N/A,Cards,,
2058,CA-2020-120376,22-12-2020,25-12-2020,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,469.99,1,30.5964,#N/A,Cards,,
7151,CA-2020-100412,22-12-2020,26-12-2020,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Tuscaloosa,Alabama,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",328.96,2,35.49,#N/A,Online,,
7152,CA-2020-142909,22-12-2020,25-12-2020,Second Class,AG-10330,Alex Grayson,Consumer,United States,Mesa,Arizona,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",466.55,2,-135.087,#N/A,Online,,
2056,CA-2020-120376,22-12-2020,25-12-2020,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,Central,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,317.95,5,63.984,#N/A,Online,,
3103,CA-2020-119578,22-12-2020,27-12-2020,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,East,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",375.98,1,50.8254,#N/A,Cards,,
2059,CA-2020-120376,22-12-2020,25-12-2020,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,118.8,2,70.006,#N/A,COD,,
8178,CA-2020-149699,22-12-2020,24-12-2020,First Class,CM-12115,Chad McGuire,Consumer,United States,Los Angeles,California,West,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,263.95,5,142.485,#N/A,Online,,
8578,CA-2020-146164,22-12-2020,26-12-2020,Standard Class,CM-12190,Charlotte Melton,Consumer,United States,Rochester,Minnesota,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",463.52,2,97.2032,#N/A,COD,,
2729,CA-2020-119193,22-12-2020,24-12-2020,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,212.958,7,94.4937,#N/A,Online,,
3102,CA-2020-119578,22-12-2020,27-12-2020,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,144.16,6,34.758,#N/A,Online,,
145,CA-2020-155376,22-12-2020,27-12-2020,Standard Class,SG-20080,Sandra Glassco,Consumer,United States,Independence,Missouri,Central,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,468.43,3,218.2518,#N/A,Online,,
8950,CA-2020-150910,22-12-2020,28-12-2020,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",510.956,6,-249.3216,1,Cards,,
6194,CA-2020-104927,22-12-2020,26-12-2020,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",129.35,5,-9.8115,#N/A,Cards,,
2057,CA-2020-120376,22-12-2020,25-12-2020,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,155.69,7,412.5394,#N/A,COD,,
2619,CA-2020-115931,22-12-2020,26-12-2020,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,389.17,3,1.0842,#N/A,COD,,
1893,CA-2020-145310,22-12-2020,24-12-2020,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,Port Orange,Florida,South,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,399.824,1,2.934,#N/A,COD,,
8953,CA-2020-150910,22-12-2020,28-12-2020,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,OFF-AR-10001419,Office Supplies,Art,Newell 325,274.128,7,2.891,1,Cards,,
2728,CA-2020-119193,22-12-2020,24-12-2020,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,128.641,1,-1.3128,#N/A,COD,,
6193,CA-2020-104927,22-12-2020,26-12-2020,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,Central,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,139.92,5,9.072,#N/A,Online,,
2622,CA-2020-115931,22-12-2020,26-12-2020,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,OFF-LA-10001404,Office Supplies,Labels,Avery 517,146.45,5,8.6715,#N/A,Online,,
2621,CA-2020-115931,22-12-2020,26-12-2020,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,116.32,3,10.4496,#N/A,Cards,,
8952,CA-2020-150910,22-12-2020,28-12-2020,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,395.16,3,1.962,1,Online,,
8579,CA-2020-146164,22-12-2020,26-12-2020,Standard Class,CM-12190,Charlotte Melton,Consumer,United States,Rochester,Minnesota,Central,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,132.16,2,7.79,#N/A,Online,,
8951,CA-2020-150910,22-12-2020,28-12-2020,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,159.864,2,7.6154,1,Cards,,
8954,CA-2020-150910,22-12-2020,28-12-2020,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",338.24,5,16.291,1,Cards,,
2620,CA-2020-115931,22-12-2020,26-12-2020,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",299.04,4,6.704,#N/A,COD,,
6195,CA-2020-104927,22-12-2020,26-12-2020,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,Central,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,473.88,5,26.558,#N/A,COD,,
6998,CA-2020-117443,23-12-2020,25-12-2020,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,431.872,4,63.7536,#N/A,Online,,
2295,CA-2020-127929,23-12-2020,27-12-2020,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,East,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",390.95,3,38.2095,#N/A,COD,,
6857,US-2020-162670,23-12-2020,28-12-2020,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,South,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",552.94,3,85.9818,#N/A,COD,,
6225,CA-2020-140627,23-12-2020,27-12-2020,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,560.352,3,-54.588,#N/A,Online,,
6855,US-2020-162670,23-12-2020,28-12-2020,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",749.96,4,14.7184,#N/A,Online,,
6854,US-2020-162670,23-12-2020,28-12-2020,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",678.97,3,148.491,#N/A,COD,,
6856,US-2020-162670,23-12-2020,28-12-2020,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,South,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",1237.96,2,20.6816,#N/A,Cards,,
6224,CA-2020-140627,23-12-2020,27-12-2020,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,402.264,7,1.0731,#N/A,Cards,,
3545,CA-2020-121216,23-12-2020,25-12-2020,Second Class,MM-17920,Michael Moore,Consumer,United States,College Station,Texas,Central,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,338.672,8,10.3936,#N/A,Online,,
6997,CA-2020-117443,23-12-2020,25-12-2020,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,316.84,4,-22.144,#N/A,COD,,
883,US-2020-123463,23-12-2020,23-12-2020,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,West,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",457.48,4,5.9312,#N/A,Cards,,
8392,CA-2020-110625,23-12-2020,30-12-2020,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Danbury,Connecticut,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,456.46,2,9.8856,#N/A,COD,,
3546,CA-2020-121216,23-12-2020,25-12-2020,Second Class,MM-17920,Michael Moore,Consumer,United States,College Station,Texas,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,355.312,8,-74.7456,#N/A,Online,,
